Area of park,Population year,Survey Year,Survey Month,Survey Day,Species name,Unknown age and sex count,Adult male count,Adult female count,Adult unknown count,Yearling count,Calf count,Survey total,Sightability correction factor,Additional captive count,Animals removed prior to survey,Fall population estimate,Survey comment,Estimate method
South,1993,1994,2,9,Elk,2,139,235,0,1,125,502,10,41,NA,593,41 elk were trapped before survey and this includes 5 trapping related mortalities,Aerial
North,1994,1995,2,20,Elk,270,155,328,0,30,193,976,24,189,NA,1399,,Aerial
North,1994,1995,2,20,bison,0,49,0,1,0,0,50,18,672,0,722,,Aerial
South,1994,1995,2,18,Bison,0,34,0,0,0,0,34,12,343,NA,381,,Aerial
North,1994,1995,2,20,Moose,28,52,90,0,1,63,234,21,0,0,283,,Aerial
South,1994,1995,2,18,Moose,14,11,23,0,0,18,66,15,0,0,76,,Aerial
South,1994,1995,2,18,Deer,52,0,12,0,2,12,78,40,0,0,109,,Aerial
North,1994,1995,2,20,Deer,76,1,11,0,0,13,101,46,0,NA,147,,Aerial
South,1994,1995,2,18,Elk,50,87,174,0,5,103,419,19,119,NA,618,,Aerial
North,1995,1996,1,31,Elk,29,249,592,0,25,231,1126,10,NA,NA,1239,,Aerial
North,1995,1996,1,31,Bison,0,100,0,0,0,0,100,5,633,0,738,,Aerial
North,1995,1996,1,31,Moose,67,31,66,0,0,54,218,5,0,0,229,,Aerial
North,1995,1996,1,31,Deer,225,0,0,0,0,0,225,40,0,NA,315,White-tailed deer,Aerial
South,1995,1996,1,2,Bison,0,63,0,0,0,0,63,5,305,0,371,,Aerial
South,1995,1996,1,2,Moose,21,9,26,0,1,17,74,15,0,0,85,,Aerial
South,1995,1996,1,2,Deer,139,0,0,0,0,0,139,40,0,NA,195,,Aerial
South,1995,1996,1,2,Elk,69,98,136,0,24,67,394,10,NA,NA,433,,Aerial
North,1996,1996,11,29,Elk,36,236,587,0,9,281,1149,10,NA,NA,1264,,Aerial
North,1996,1996,11,29,Moose,19,48,64,0,0,32,163,18,0,0,192,,Aerial
South,1996,1996,12,18,Moose,7,17,44,0,0,16,84,18,0,0,99,,Aerial
North,1996,1996,11,29,Bison,0,103,0,0,0,1,104,5,562,0,671,,Aerial
South,1996,1996,12,18,Bison,0,71,0,0,0,0,71,5,352,0,427,,Aerial
South,1996,1996,12,18,Deer,53,2,11,0,0,3,69,40,0,NA,97,,Aerial
North,1996,1996,11,29,Deer,43,30,31,0,0,1,105,40,0,NA,147,,Aerial
South,1996,1996,12,18,Elk,33,139,203,0,0,119,494,10,25,NA,568,,Aerial
North,1997,1998,2,13,Elk,101,151,496,0,7,225,980,10,91,NA,1169,,Aerial
North,1997,1998,2,13,Moose,89,26,57,0,2,45,219,18,0,0,258,,Aerial
South,1997,1998,2,11,Moose,9,5,34,0,0,25,73,18,0,0,86,"moose adult male count is not accurate, some adult females were counted as males. ",Aerial
North,1997,1998,2,13,Bison,3,60,0,0,0,0,63,5,559,NA,625,,Aerial
South,1997,1998,2,11,Bison,NA,NA,NA,NA,NA,NA,NA,NA,428,0,428,"Wood bison were not counted in survey as they were handled before survey, handling resulted in 373 wood bison plus an estimated 55 free roaming in the park ",Handling
South,1997,1998,2,11,Deer,32,0,0,0,0,0,32,40,0,0,45,,Aerial
North,1997,1998,2,13,Deer,84,0,1,0,0,1,86,40,0,NA,120,,Aerial
South,1997,1998,2,11,Elk,2,86,236,0,0,82,406,10,55,0,502,,Aerial
North,1998,1999,1,14,Elk,998,157,15,0,0,0,1170,10,183,NA,1470,,Aerial
North,1998,1999,1,14,Bison,26,42,4,0,0,0,72,5,486,0,562,,Aerial
North,1998,1999,1,14,Moose,106,31,58,0,0,29,224,18,0,0,264,,Aerial
South,1998,1999,1,15,Bison,15,10,0,0,0,0,25,5,328,0,354,,Aerial
South,1998,1999,1,15,Moose,28,13,16,0,0,12,69,18,0,0,81,,Aerial
South,1998,1999,1,15,Deer,41,0,0,0,0,0,41,40,0,NA,57,,Aerial
North,1998,1999,1,14,Deer,124,0,0,0,0,0,124,40,0,NA,174,,Aerial
South,1998,1999,1,15,Elk,270,65,0,0,0,0,335,10,70,NA,439,,Aerial
North,1999,2000,3,9,Elk,454,120,0,0,0,16,590,10,497,NA,1146,,Aerial
North,1999,2000,3,9,Moose,136,3,17,0,0,15,171,18,0,0,202,,Aerial
South,1999,2000,1,18,Bison,17,22,0,0,0,0,39,5,347,0,388,,Aerial
South,1999,2000,1,18,Moose,73,9,28,0,0,16,126,18,0,0,149,,Aerial
North,1999,NA,NA,NA,Bison,NA,NA,NA,NA,NA,NA,NA,NA,522,0,NA,,Aerial
South,1999,2000,1,18,Deer,121,0,0,0,0,0,121,40,0,NA,169,,Aerial
North,1999,2000,3,9,Deer,133,0,0,0,0,0,133,40,0,NA,186,,Aerial
South,1999,2000,1,18,Elk,278,93,0,0,7,0,378,10,33,NA,449,,Aerial
North,2000,NA,NA,NA,Elk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed due to mild winter conditions,NA
North,2000,NA,NA,NA,Moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed due to mild winter conditions,NA
North,2000,NA,NA,NA,Bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed due to mild winter conditions,NA
South,2000,NA,NA,NA,Bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed due to mild winter conditions,NA
South,2000,NA,NA,NA,Moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed due to mild winter conditions,NA
South,2000,NA,NA,NA,Deer,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,No aerial survey completed due to mild winter conditions,NA
North,2000,NA,NA,NA,Deer,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,No aerial survey completed due to mild winter conditions,NA
South,2000,NA,NA,NA,Elk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed due to mild winter conditions,NA
North,2001,2001,12,11,Elk,289,109,58,0,1,75,532,10,22,NA,607,22 elk in facility at time of survey,Aerial
North,2001,2001,12,11,Bison,24,NA,NA,NA,NA,NA,24,5,394,0,419,,Aerial
South,2001,2001,12,11,Bison,0,29,5,0,0,0,34,5,303,0,339,,Aerial
South,2001,2001,12,11,Deer,20,8,7,0,0,2,37,50,0,NA,56,,Aerial
North,2001,2001,12,11,Deer,108,7,5,0,0,1,121,50,0,0,182,,Aerial
North,2001,2001,12,11,Moose,28,59,103,0,1,67,258,10,0,0,284,,Aerial
South,2001,2001,12,11,Moose,11,71,55,0,0,36,173,10,0,0,190,,Aerial
South,2001,2001,12,11,Elk,14,74,136,0,9,50,283,10,0,0,311,,Aerial
North,2002,2003,2,1,Elk,460,82,24,0,0,9,575,10,NA,NA,631,,Aerial
North,2002,2003,2,1,Bison,369,102,0,0,0,0,471,5,0,0,495,,Aerial
North,2002,2003,2,1,Moose,102,40,66,0,0,56,264,15,0,0,304,,Aerial
North,2002,2003,2,1,Deer,211,0,0,0,0,0,211,NA,0,NA,211,,Aerial
South,2002,NA,NA,NA,Moose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed ,NA
South,2002,NA,NA,NA,Bison,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,No survey done in south park for bison. ,NA
South,2002,NA,NA,NA,Deer,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,No Suvrey data for south park population; aerial survey not completed,NA
South,2002,NA,NA,NA,Elk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No aerial survey completed for South Aera,NA
North,2003,2004,2,9,Elk,284,88,6,0,0,7,385,10,NA,127,550,,Aerial
North,2003,2004,2,9,Moose,120,1,13,0,0,14,148,15,0,0,170,several moose were found dead in park but total count is unknown,Aerial
North,2003,2004,2,9,Bison,24,4,0,0,0,0,28,NA,499,NA,527,Additional captive number is an estimate,Aerial
North,2003,2004,2,9,Deer,186,2,0,0,0,0,188,40,0,NA,263,,Aerial
South,2003,2004,2,9,Moose,91,7,35,0,0,21,154,15,0,0,177,,Aerial
South,2003,2004,2,9,Bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Survey or count information available,NA
South,2003,2004,2,9,Deer,139,1,0,0,0,0,148,40,0,NA,196,,Aerial
South,2003,2004,2,9,Elk,159,77,0,0,6,0,242,10,89,NA,355,,Aerial
North,2004,2005,1,18,Elk,219,86,1,0,0,1,307,10,NA,NA,338,,Aerial
North,2004,2005,1,18,Moose,84,4,10,0,0,6,104,15,0,0,120,,Aerial
South,2004,2005,1,24,Moose,77,7,21,0,0,19,121,15,0,0,139,,Aerial
North,2004,2005,1,18,Bison,435,23,0,0,0,0,458,10,0,NA,503,,Aerial
South,2004,2005,1,24,Bison,276,0,0,0,0,0,276,10,0,NA,303,,Aerial
South,2004,2005,1,24,Deer,19,0,0,0,0,0,19,40,0,NA,27,Survey count not reliable as deer were very hard to count during survey,Aerial
North,2004,2005,1,18,Deer,271,1,0,0,0,0,272,40,0,NA,381,,Aerial
South,2004,2005,1,24,Elk,150,40,0,0,0,0,190,10,NA,NA,209,,Aerial
North,2005,2006,3,22,Elk,293,0,0,0,0,0,293,10,0,0,322,,Aerial
North,2005,2006,3,22,Moose,66,0,0,0,0,0,66,15,0,0,76,,Aerial
South,2005,2006,3,22,Moose,209,0,0,0,0,0,209,15,0,0,240,,Aerial
North,2005,2006,3,22,Bison,64,0,0,0,0,0,64,5,491,NA,558,,Aerial
North,2005,2006,3,22,Deer,56,0,0,0,0,0,56,40,0,NA,78,,Aerial
South,2005,NA,NA,NA,Bison,12,0,0,0,0,0,12,5,293,NA,306,,Aerial
South,2005,2006,3,22,Deer,83,0,0,0,0,0,83,40,0,NA,116,,Aerial
South,2005,2006,3,22,Elk,301,47,1,0,0,0,349,10,NA,NA,384,,Aerial
North,2006,2007,1,19,Elk,0,59,153,25,3,4,244,10,NA,NA,268,,Aerial
North,2006,2007,1,19,Moose,64,2,16,0,0,8,90,15,0,NA,104,,Aerial
North,2006,2007,1,19,Bison,0,52,0,0,0,0,52,5,493,NA,548,,Aerial
North,2006,2007,1,19,Deer,235,2,0,0,0,0,237,40,0,NA,332,,Aerial
South,2006,2006,12,13,Moose,34,40,108,0,0,14,196,15,0,NA,225,,Aerial
South,2006,2006,12,13,Bison,7,7,0,0,0,0,7,5,275,NA,282,,Aerial
South,2006,2006,12,13,Deer,18,19,44,16,0,1,98,40,0,NA,137,,Aerial
South,2006,2006,12,13,Elk,194,59,65,0,0,2,320,10,NA,NA,352,,Aerial
North,2007,2008,1,26,Elk,0,60,232,0,0,0,292,10,25,NA,345,25 bull elk relocated from south area to north area,Aerial
North,2007,2008,1,26,Moose,0,3,87,0,0,1,91,15,0,0,105,,Aerial
South,2007,2007,12,21,Moose,112,34,19,0,0,18,183,15,0,0,210,,Aerial
North,2007,2007,12,21,Bison,41,0,0,0,0,0,41,5,370,NA,413,,Aerial
South,2007,2007,12,21,Bison,5,0,0,0,0,0,5,5,310,NA,315,,Aerial
South,2007,2007,12,21,Deer,131,11,1,0,0,0,143,36,0,NA,195,,Aerial
North,2007,2008,1,26,Deer,178,1,0,0,0,0,179,20,0,NA,214,,Aerial
South,2007,2007,12,21,Elk,167,59,4,0,0,2,232,10,3,NA,258,3 elk were trapped during survey,Aerial
North,2008,2009,1,1,Elk,292,0,0,0,0,0,292,10,NA,NA,321,,Aerial
North,2008,2009,1,1,Moose,56,0,0,0,0,0,56,15,0,0,64,,Aerial
North,2008,2009,1,1,Bison,494,0,0,0,0,0,494,5,0,0,519,,Aerial
North,2008,2009,1,1,Deer,123,0,0,0,0,0,123,40,0,NA,172,,Aerial
South,2008,2009,1,1,Moose,188,0,0,0,0,0,188,15,0,0,216,,Aerial
South,2008,2009,1,1,Bison,281,0,0,0,0,0,281,5,0,0,295,,Aerial
South,2008,2009,1,1,Deer,60,0,0,0,0,0,60,40,0,NA,84,,Aerial
South,2008,2009,1,1,Elk,104,0,0,0,0,0,104,10,NA,NA,114,,Aerial
North,2009,2010,1,11,Elk,346,44,8,0,0,0,398,10,NA,NA,437,,Aerial
North,2009,2010,1,11,Moose,0,29,29,0,0,13,71,10,0,0,78,,Aerial
South,2009,2010,1,12,Moose,0,54,122,0,0,74,250,10,0,0,275,,Aerial
North,2009,2010,1,11,Bison,516,0,0,0,0,0,516,5,0,0,542,,Aerial
South,2009,2010,1,12,Bison,333,11,1,0,0,1,346,5,0,0,363,,Aerial
South,2009,2010,1,12,Deer,124,0,0,0,0,0,124,40,0,NA,174,,Aerial
North,2009,2010,1,11,Deer,120,0,0,0,0,0,120,40,0,NA,168,,Aerial
South,2009,2010,1,12,Elk,142,18,1,0,0,0,161,10,NA,NA,177,,Aerial
North,2010,2011,1,10,Elk,547,0,0,0,0,0,547,10,NA,NA,602,,Aerial
North,2010,2011,1,10,Bison,581,0,0,0,0,0,581,5,0,0,610,,Aerial
North,2010,2011,1,10,Moose,1,28,40,0,0,24,93,15,0,0,107,,Aerial
North,2010,2011,1,10,Deer,167,0,0,0,0,0,167,40,0,NA,234,,Aerial
South,2010,2011,1,11,Moose,0,61,143,0,0,86,290,15,0,0,334,,Aerial
South,2010,2011,1,11,Bison,337,0,0,0,0,0,337,5,0,0,354,,Aerial
South,2010,2011,1,11,Deer,157,0,0,0,0,0,157,40,0,NA,220,,Aerial
South,2010,2011,1,11,Elk,114,58,0,0,0,0,172,10,NA,NA,189,,Aerial
North,2011,2012,1,31,Elk,372,99,0,0,0,0,471,10,NA,0,518,,Aerial
North,2011,2012,1,31,Moose,93,0,0,0,0,0,93,15,0,0,107,,Aerial
North,2011,2012,1,31,Bison,79,0,0,0,0,0,79,5,585,0,668,,Aerial
North,2011,2012,1,31,Deer,20,0,0,0,0,0,20,40,0,NA,28,,Aerial
South,2011,2012,2,1,Moose,272,0,0,0,0,0,272,15,0,0,313,,Aerial
South,2011,2012,2,1,Bison,33,0,0,0,0,0,33,5,361,0,396,,Aerial
South,2011,2012,2,1,Deer,100,0,0,0,0,0,100,40,0,NA,140,,Aerial
South,2011,2012,2,1,Elk,111,45,0,0,0,0,156,10,NA,0,172,,Aerial
North,2012,2013,3,5,Elk,348,0,0,0,0,0,348,10,NA,NA,383,,Aerial
North,2012,2013,3,5,Moose,46,0,0,0,0,0,46,15,0,0,53,,Aerial
North,2012,2013,3,5,Bison,648,0,0,0,0,0,648,5,0,0,680,,Aerial
North,2012,2013,3,5,Deer,46,0,0,0,0,0,46,40,0,NA,64,,Aerial
South,2012,2013,3,4,Moose,216,0,0,0,0,0,216,15,0,0,248,,Aerial
South,2012,2013,3,4,Bison,12,0,0,0,0,0,12,5,276,0,289,,Aerial
South,2012,2013,3,4,Deer,14,0,0,0,0,0,14,40,0,NA,20,,Aerial
South,2012,2013,3,4,Elk,100,0,0,0,0,0,100,10,NA,59,169,59 elk trapped in South Aera,Aerial
North,2013,2013,11,29,Elk,65,93,164,0,0,3,325,10,0,0,358,,Aerial
North,2013,2013,11,29,Moose,0,20,17,0,0,0,37,15,0,0,43,,Aerial
North,2013,2013,11,29,Bison,713,3,0,0,0,68,784,0,0,0,784,"North area was flown over two days. Overestimation of bison may have occurred, no sightabilty correction factor applied. ",Aerial
North,2013,2013,11,29,Deer,4,4,34,0,0,0,42,40,0,0,59,,Aerial
South,2013,2013,11,29,Moose,10,53,99,0,0,19,181,15,0,0,208,,Aerial
South,2013,2013,11,30,Bison,354,1,0,0,0,22,377,5,0,0,396,,Aerial
South,2013,2013,11,29,Deer,44,4,37,1,0,2,44,40,0,0,62,,Aerial
South,2013,2013,11,30,Elk,22,35,26,0,0,2,85,10,0,0,94,,Aerial
North,2014,2014,12,1,Elk,6,135,260,0,0,71,472,10,0,0,519,,Aerial
North,2014,2014,12,1,Moose,0,17,25,1,0,5,48,15,0,0,55,,Aerial
North,2014,2014,12,1,Bison,470,2,0,0,0,0,472,5,0,0,496,,Aerial
North,2014,2014,12,1,Deer,23,3,2,0,0,0,28,40,0,0,39,,Aerial
South,2014,2014,12,2,Moose,69,61,57,0,0,51,238,15,0,0,274,,Aerial
South,2014,2014,12,2,Bison,462,0,0,0,0,0,462,5,0,0,485,,Aerial
South,2014,2014,12,2,Deer,24,0,0,0,0,0,24,40,0,0,34,,Aerial
South,2014,2014,12,2,Elk,1,45,54,0,0,18,118,10,0,0,130,,Aerial
North,2015,2016,1,11,Elk,280,88,52,0,0,75,495,10,0,0,545,,Aerial
North,2015,2016,1,11,Moose,21,13,8,0,0,10,52,15,0,0,60,,Aerial
North,2015,2016,1,11,Bison,103,0,17,0,0,7,127,5,498,0,631,,Aerial
South,2015,2016,1,8,Moose,79,20,47,0,0,54,200,15,0,0,230,,Aerial
South,2015,2016,1,8,Bison,269,0,0,0,0,0,269,5,0,0,282,,Aerial
South,2015,2016,1,8,Deer,35,0,0,0,0,0,35,40,0,NA,49,,Aerial
North,2015,2016,1,11,Deer,39,0,0,0,0,0,39,40,0,NA,39,,Aerial
South,2015,2016,1,8,Elk,70,31,14,0,0,7,122,10,0,0,134,,Aerial
North,2016,2017,1,12,Elk,490,91,30,0,0,0,611,10,0,0,672,,Aerial
North,2016,2017,1,12,Moose,30,8,0,0,0,0,38,15,0,0,44,,Aerial
South,2016,2017,1,13,Moose,171,8,23,0,0,22,224,15,0,0,258,,Aerial
South,2016,2017,1,13,Deer,42,0,0,0,0,0,42,40,0,NA,55,,Aerial
North,2016,2017,1,12,Bison,44,16,0,0,0,0,60,5,423,0,486,,Aerial
South,2016,2017,1,13,Bison,333,0,0,0,0,0,333,5,0,0,350,,Aerial
North,2016,2017,1,12,Deer,33,0,0,0,0,0,33,40,0,NA,46,,Aerial
South,2016,2017,1,13,Elk,103,12,0,0,0,0,115,10,0,0,127,,Aerial
South,2017,2017,11,23,Bison,398,1,0,0,0,0,399,5,0,0,419,,Aerial
North,2017,2018,3,7,Bison,530,0,1,,0,5,536,5,0,0,563,,Aerial
North,2017,2018,3,7,Deer,29,0,0,0,0,0,29,40,0,0,41,,Aerial
South,2017,2017,11,23,Deer,21,1,0,0,0,0,24,40,0,0,34,,Aerial
North,2017,2018,3,7,Elk,228,77,99,0,0,15,419,10,0,0,461,,Aerial
South,2017,2017,11,23,Elk,94,10,0,0,0,0,104,10,0,0,114,,Aerial
North,2017,2018,3,7,Moose,11,0,19,0,0,2,32,15,0,0,37,,Aerial
South,2017,2017,11,23,Moose,83,65,32,0,0,37,217,15,0,0,250,,Aerial
